permit_number,issue_date,full_address,source_file,latitude,longitude,geocoded_address,geocode_status
BLDR-2024-040545,8/7/2024,"46174 CHESTER TER, STERLING, VA 20165",permits_2024_08.pdf,39.0369731,-77.4021551,"46174 Chester Terrace, Sterling, VA 20165, USA",SUCCESS
BLDR-2024-040793,8/7/2024,"22813 ORCHARD GROVE DR, ASHBURN, VA 20148",permits_2024_08.pdf,38.986767,-77.55251,"22813 Orch Grv Dr, Ashburn, VA 20148, USA",SUCCESS
BLDC-2024-027325,8/8/2024,"22960 SHAW RD Unit: 610, STERLING, VA 20166",permits_2024_08.pdf,38.98073979999999,-77.4223837,"22960 Shaw Rd # 610, Sterling, VA 20166, USA",SUCCESS
BLDC-2024-027805,8/8/2024,"43757 METRO TER, ASHBURN, VA 20147",permits_2024_08.pdf,39.0119523,-77.4876946,"43757 Metro Ter, Ashburn, VA 20147, USA",SUCCESS
BLDC-2024-027835,8/8/2024,"43767 METRO TER, ASHBURN, VA 20147",permits_2024_08.pdf,39.0119849,-77.48749939999999,"43767 Metro Ter, Ashburn, VA 20147, USA",SUCCESS
BLDC-2024-027836,8/8/2024,"43771 METRO TER, ASHBURN, VA 20147",permits_2024_08.pdf,39.0119941,-77.4874134,"43771 Metro Ter, Ashburn, VA 20147, USA",SUCCESS
BLDC-2024-027837,8/8/2024,"43775 METRO TER, ASHBURN, VA 20147",permits_2024_08.pdf,39.0120065,-77.48732989999999,"43775 Metro Ter, Ashburn, VA 20147, USA",SUCCESS
BLDC-2024-027838,8/8/2024,"43779 METRO TER, ASHBURN, VA 20147",permits_2024_08.pdf,39.0120158,-77.4872451,"43779 Metro Ter, Ashburn, VA 20147, USA",SUCCESS
BLDC-2024-027839,8/8/2024,"43783 METRO TER, ASHBURN, VA 20147",permits_2024_08.pdf,39.0120291,-77.48715770000001,"43783 Metro Ter, Ashburn, VA 20147, USA",SUCCESS
BLDC-2024-027840,8/8/2024,"43787 METRO TER, ASHBURN, VA 20147",permits_2024_08.pdf,39.0120425,-77.4870794,"43787 Metro Ter, Ashburn, VA 20147, USA",SUCCESS
BLDC-2024-027841,8/8/2024,"43791 METRO TER, ASHBURN, VA 20147",permits_2024_08.pdf,39.012066,-77.487016,"43791 Metro Ter, Ashburn, VA 20147, USA",SUCCESS
BLDC-2024-027842,8/8/2024,"43763 METRO TER, ASHBURN, VA 20147",permits_2024_08.pdf,39.0119735,-77.48758029999999,"43763 Metro Ter, Ashburn, VA 20147, USA",SUCCESS
BLDC-2024-027845,8/8/2024,"43791 METRO TER, ASHBURN, VA 20147",permits_2024_08.pdf,39.012066,-77.487016,"43791 Metro Ter, Ashburn, VA 20147, USA",SUCCESS
BLDC-2024-027846,8/8/2024,"43761 METRO TER, ASHBURN, VA 20147",permits_2024_08.pdf,39.01196789999999,-77.487622,"43761 Metro Ter, Ashburn, VA 20147, USA",SUCCESS
BLDC-2024-027848,8/8/2024,"43765 METRO TER, ASHBURN, VA 20147",permits_2024_08.pdf,39.0119812,-77.4875398,"43765 Metro Ter, Ashburn, VA 20147, USA",SUCCESS
BLDC-2024-027849,8/8/2024,"43769 METRO TER, ASHBURN, VA 20147",permits_2024_08.pdf,39.0119905,-77.4874577,"43769 Metro Ter, Ashburn, VA 20147, USA",SUCCESS
BLDC-2024-027850,8/8/2024,"43773 METRO TER, ASHBURN, VA 20147",permits_2024_08.pdf,39.0120008,-77.4873703,"43773 Metro Ter, Ashburn, VA 20147, USA",SUCCESS
BLDC-2024-027851,8/8/2024,"43777 METRO TER, ASHBURN, VA 20147",permits_2024_08.pdf,39.0120172,-77.4872894,"43777 Metro Ter, Ashburn, VA 20147, USA",SUCCESS
BLDC-2024-027852,8/8/2024,"43781 METRO TER, ASHBURN, VA 20147",permits_2024_08.pdf,39.01202139999999,-77.4872008,"43781 Metro Ter, Ashburn, VA 20147, USA",SUCCESS
BLDC-2024-027853,8/8/2024,"43785 METRO TER, ASHBURN, VA 20147",permits_2024_08.pdf,39.0120379,-77.4871251,"43785 Metro Ter, Ashburn, VA 20147, USA",SUCCESS
BLDC-2024-027854,8/8/2024,"43789 METRO TER, ASHBURN, VA 20147",permits_2024_08.pdf,39.0120522,-77.4870376,"43789 Metro Ter, Ashburn, VA 20147, USA",SUCCESS
BLDC-2024-027855,8/8/2024,"43759 METRO TER, ASHBURN, VA 20147",permits_2024_08.pdf,39.0119602,-77.48766379999999,"43759 Metro Ter, Ashburn, VA 20147, USA",SUCCESS
BLDR-2024-029875,8/8/2024,"203 WHITNEY PL NE, LEESBURG, VA 20176",permits_2024_08.pdf,39.1222662,-77.5568146,"203 Whitney Pl NE, Leesburg, VA 20176, USA",SUCCESS
BLDR-2024-032130,8/8/2024,"18724 POTOMAC STATION DR, LEESBURG, VA 20176",permits_2024_08.pdf,39.0968584,-77.50745500000001,"18724 Potomac Station Dr, Leesburg, VA 20176, USA",SUCCESS
BLDR-2024-034190,8/8/2024,"20396 WHITE OAK DR, STERLING, VA 20165",permits_2024_08.pdf,39.0514178,-77.4275079,"20396 White Oak Dr, Sterling, VA 20165, USA",SUCCESS
BLDR-2024-036663,8/8/2024,"35915 QUANTUM PL, ROUND HILL, VA 20141",permits_2024_08.pdf,39.1223248,-77.7614601,"35915 Quantum Pl, Purcellville, VA 20132, USA",SUCCESS
BLDR-2024-037379,8/8/2024,"40562 BANSHEE DR, LEESBURG, VA 20175",permits_2024_08.pdf,39.0378918,-77.59765209999999,"40562 Banshee Dr, Leesburg, VA 20175, USA",SUCCESS
BLDR-2024-038532,8/8/2024,"801 OLD SADDLE DR, MIDDLEBURG, VA 20117",permits_2024_08.pdf,38.97144,-77.74524,"801 Old Saddle Dr, Middleburg, VA 20117, USA",SUCCESS
BLDR-2024-038617,8/8/2024,"42955 TARA CT, ASHBURN, VA 20147",permits_2024_08.pdf,39.0463658,-77.5151936,"42955 Tara Ct, Ashburn, VA 20147, USA",SUCCESS
BLDR-2024-039251,8/8/2024,"20980 DEER RUN WAY, ASHBURN, VA 20147",permits_2024_08.pdf,39.0358083,-77.5067256,"20980 Deer Run Way, Ashburn, VA 20147, USA",SUCCESS
BLDR-2024-039339,8/8/2024,"24973 LENAH CROSSING DR, ALDIE, VA 20105",permits_2024_08.pdf,38.9258123,-77.5740764,"24973 Lenah Crossing Dr, Stone Ridge, VA 20105, USA",SUCCESS
BLDR-2024-039480,8/8/2024,"42982 LOST FARM TER, LEESBURG, VA 20175",permits_2024_08.pdf,39.081382,-77.514096,"42982 Lost Farm Terrace, Leesburg, VA 20175, USA",SUCCESS
BLDR-2024-040263,8/8/2024,"14959 MOGUL CT, WATERFORD, VA 20197",permits_2024_08.pdf,39.2033422,-77.66348669999999,"14959 Mogul Ct, Purcellville, VA 20132, USA",SUCCESS
BLDR-2024-040288,8/8/2024,"305 HIGHAM CT NE, LEESBURG, VA 20176",permits_2024_08.pdf,39.1184047,-77.5537636,"305 Higham Ct NE, Leesburg, VA 20176, USA",SUCCESS
BLDR-2024-040972,8/8/2024,"43117 BALTUSROL TER, ASHBURN, VA 20147",permits_2024_08.pdf,39.0739086,-77.50338500000001,"43117 Baltusrol Terrace, Ashburn, VA 20147, USA",SUCCESS
BLDR-2024-041216,8/8/2024,"41927 JASPER TRAIL DR, ASHBURN, VA 20148",permits_2024_08.pdf,38.987678,-77.552553,"41927 Jasper Trl Dr, Ashburn, VA 20148, USA",SUCCESS
BLDR-2024-041755,8/8/2024,"21583 BANKBARN TER, ASHBURN, VA 20148",permits_2024_08.pdf,39.0193776,-77.51739119999999,"21583 Bankbarn Terrace, Broadlands, VA 20148, USA",SUCCESS
BLDR-2024-041809,8/8/2024,"43450 THISTLEWOOD CT, ASHBURN, VA 20147",permits_2024_08.pdf,39.03141340000001,-77.49822569999999,"43450 Thistlewood Ct, Ashburn, VA 20147, USA",SUCCESS
BLDR-2024-041877,8/8/2024,"24472 RIPPLE CT, ALDIE, VA 20105",permits_2024_08.pdf,38.9402964,-77.56540059999999,"24472 Ripple Ct, Aldie, VA 20105, USA",SUCCESS
BLDC-2024-030859,8/9/2024,"20903 RUNNYMEADE TER, ASHBURN, VA 20147",permits_2024_08.pdf,39.038339,-77.47036659999999,"20903 Runnymeade Terrace, Ashburn, VA 20147, USA",SUCCESS
BLDC-2024-039637,8/9/2024,"25445 PLEASANT VALLEY RD, CHANTILLY, VA 20152",permits_2024_08.pdf,38.914586,-77.4758669,"25445 Pleasant Valley Rd, Chantilly, VA 20152, USA",SUCCESS
BLDR-2024-015428,8/9/2024,"34813 APPLE PRIDE CT, ROUND HILL, VA 20141",permits_2024_08.pdf,39.126845,-77.801881,"34813 Apple Pride Ct, Round Hill, VA 20141, USA",SUCCESS
BLDR-2024-025471,8/9/2024,"14725 CREEK LN, WATERFORD, VA 20197",permits_2024_08.pdf,39.2082591,-77.6148034,"14725 Creek Ln, Waterford, VA 20197, USA",SUCCESS
BLDR-2024-029780,8/9/2024,"23224 SALLY MILL RD, MIDDLEBURG, VA 20117",permits_2024_08.pdf,38.9747904,-77.6826803,"23224 Sally Mill Rd, Middleburg, VA 20117, USA",SUCCESS
BLDR-2024-030935,8/9/2024,"24158 THURSO SQ, STERLING, VA 20166",permits_2024_08.pdf,38.9490505,-77.532968,"24158 Thurso Sq, Sterling, VA 20166, USA",SUCCESS
BLDR-2024-031102,8/9/2024,"23704 VELVET GRASS LN, ASHBURN, VA 20148",permits_2024_08.pdf,38.9622773,-77.5601817,"23704 Velvet Grass Ln, Ashburn, VA 20148, USA",SUCCESS
BLDR-2024-031764,8/9/2024,"40279 BEACON HILL DR, LEESBURG, VA 20176",permits_2024_08.pdf,39.1470775,-77.6081114,"40279 Beacon Hill Dr, Leesburg, VA 20176, USA",SUCCESS
BLDR-2024-034783,8/9/2024,"24935 VIRGINIA JUNIPER CT, ALDIE, VA 20105",permits_2024_08.pdf,38.9275396,-77.5735167,"24935 Virginia Juniper Ct, Stone Ridge, VA 20105, USA",SUCCESS
BLDR-2024-035565,8/9/2024,"17671 LAKEFIELD RD, ROUND HILL, VA 20141",permits_2024_08.pdf,39.129122,-77.751254,"17671 Lakefield Rd, Round Hill, VA 20141, USA",SUCCESS
BLDR-2024-036332,8/9/2024,"20771 LAPLUME PL, ASHBURN, VA 20147",permits_2024_08.pdf,39.0411268,-77.4777277,"20771 Laplume Pl, Ashburn, VA 20147, USA",SUCCESS
BLDR-2024-036339,8/9/2024,"20771 LAPLUME PL, ASHBURN, VA 20147",permits_2024_08.pdf,39.0411268,-77.4777277,"20771 Laplume Pl, Ashburn, VA 20147, USA",SUCCESS
BLDR-2024-036608,8/9/2024,"46423 WHITETOP DR, STERLING, VA 20164",permits_2024_08.pdf,39.021562,-77.393547,"46423 White Top Dr, Sterling, VA 20164, USA",SUCCESS
BLDR-2024-037052,8/9/2024,"24151 THURSO SQ, STERLING, VA 20166",permits_2024_08.pdf,38.9492199,-77.5334416,"24151 Thurso Sq, Sterling, VA 20166, USA",SUCCESS
BLDR-2024-037054,8/9/2024,"24153 THURSO SQ, STERLING, VA 20166",permits_2024_08.pdf,38.9491595,-77.5334384,"24153 Thurso Sq, Sterling, VA 20166, USA",SUCCESS
BLDR-2024-037057,8/9/2024,"24155 THURSO SQ, STERLING, VA 20166",permits_2024_08.pdf,38.9490992,-77.5334352,"24155 Thurso Sq, Sterling, VA 20166, USA",SUCCESS
BLDR-2024-037062,8/9/2024,"24157 THURSO SQ, STERLING, VA 20166",permits_2024_08.pdf,38.94903130000001,-77.53343149999999,"24157 Thurso Sq, Sterling, VA 20166, USA",SUCCESS
BLDR-2024-037773,8/9/2024,"39050 DOBBINS FARM LN, LOVETTSVILLE, VA 20180",permits_2024_08.pdf,39.278496,-77.6512879,"39050 Dobbins Farm Ln, Lovettsville, VA 20180, USA",SUCCESS
BLDR-2024-038303,8/9/2024,"38652 JOHN WOLFORD RD, WATERFORD, VA 20197",permits_2024_08.pdf,39.2011979,-77.66374979999999,"38652 John Wolford Rd, Waterford, VA 20197, USA",SUCCESS
BLDR-2024-039444,8/9/2024,"42818 CHATELAIN CIR, ASHBURN, VA 20148",permits_2024_08.pdf,38.972539,-77.5208364,"42818 Chatelain Cir, Ashburn, VA 20148, USA",SUCCESS
BLDR-2024-040056,8/9/2024,"24589 HUTCHINSON FARM DR, STERLING, VA 20166",permits_2024_08.pdf,38.9373764,-77.53046189999999,"24589 Hutchinson Farm Dr, Sterling, VA 20166, USA",SUCCESS
BLDC-2024-001842,8/12/2024,"19450 COMPASS CREEK PKWY, LEESBURG, VA 20175",permits_2024_08.pdf,39.0785364,-77.56258609999999,"19450 Compass Creek Pkwy, Leesburg, VA 20175, USA",SUCCESS
BLDC-2024-018840,8/12/2024,"21435 EPICERIE PLZ Unit: 130, STERLING, VA 20164",permits_2024_08.pdf,39.0232698,-77.39456899999999,"21435 Epicerie Plaza Suite 130, Sterling, VA 20164, USA",SUCCESS
BLDC-2024-033897,8/12/2024,"1021A EDWARDS FERRY RD NE, LEESBURG, VA 20176",permits_2024_08.pdf,39.1116126,-77.53587739999999,"1021 Edwards Ferry Rd NE, Leesburg, VA 20176, USA",SUCCESS
BLDC-2024-040869,8/12/2024,"21593 JESSE CT, STERLING, VA 20166",permits_2024_08.pdf,39.0186536,-77.4298417,"21593 Jesse Ct, Sterling, VA 20166, USA",SUCCESS
BLDR-2024-032381,8/12/2024,"20407 CLIFTONS POINT ST, STERLING, VA 20165",permits_2024_08.pdf,39.0493824,-77.3561532,"20407 Cliftons Point St, Sterling, VA 20165, USA",SUCCESS
BLDR-2024-032461,8/12/2024,"25657 WYNDHAM POINT CT, ALDIE, VA 20105",permits_2024_08.pdf,38.9047924,-77.59272419999999,"25657 Wyndham Point Ct, Stone Ridge, VA 20105, USA",SUCCESS
BLDR-2024-033317,8/12/2024,"23021 CHAMBOURCIN PL, ASHBURN, VA 20148",permits_2024_08.pdf,38.982101,-77.576161,"23021 Chambourcin Pl, Ashburn, VA 20148, USA",SUCCESS
BLDR-2024-034286,8/12/2024,"42521 FLEMMING DR, CHANTILLY, VA 20152",permits_2024_08.pdf,38.9066463,-77.5329952,"42521 Flemming Dr, Chantilly, VA 20152, USA",SUCCESS
BLDR-2024-034514,8/12/2024,"43105 SHERBROOKE TER, LEESBURG, VA 20176",permits_2024_08.pdf,39.0961644,-77.5093084,"43105 Sherbrooke Terrace, Leesburg, VA 20176, USA",SUCCESS
BLDR-2024-035121,8/12/2024,"18210 PRESIDIO PL, ROUND HILL, VA 20141",permits_2024_08.pdf,39.1143974,-77.7598678,"18210 Presidio Pl, Round Hill, VA 20141, USA",SUCCESS
BLDR-2024-036050,8/12/2024,"16099 WATERFORD CREEK CIR, HAMILTON, VA 20158",permits_2024_08.pdf,39.171361,-77.6519749,"16099 Waterford Creek Cir, Hamilton, VA 20158, USA",SUCCESS
BLDR-2024-036310,8/12/2024,"309 E POPLAR RD, STERLING, VA 20164",permits_2024_08.pdf,38.9951608,-77.410341,"309 E Poplar Rd, Sterling, VA 20164, USA",SUCCESS
BLDR-2024-039326,8/12/2024,"41340 WINDYBUSH DR, LEESBURG, VA 20175",permits_2024_08.pdf,39.0403256,-77.5713675,"41340 Windybush Dr, Leesburg, VA 20175, USA",SUCCESS
BLDR-2024-039810,8/12/2024,"21950 TRACTION PL, STERLING, VA 20164",permits_2024_08.pdf,39.00876179999999,-77.411552,"21950 Traction Pl, Sterling, VA 20164, USA",SUCCESS
BLDR-2024-040584,8/12/2024,"405 N FILLMORE AVE, STERLING, VA 20164",permits_2024_08.pdf,39.0042311,-77.39524709999999,"405 N Fillmore Ave, Sterling, VA 20164, USA",SUCCESS
BLDR-2024-041115,8/12/2024,"24556 POMMEL TER, STERLING, VA 20166",permits_2024_08.pdf,38.9381271,-77.5313517,"24556 Pommel Ter, Dulles, VA 20166, USA",SUCCESS
BLDR-2024-041260,8/12/2024,"24890 QUIMBY OAKS PL, ALDIE, VA 20105",permits_2024_08.pdf,38.9294337,-77.57927459999999,"24890 Quimby Oaks Pl, Aldie, VA 20105, USA",SUCCESS
BLDC-2024-008479,8/13/2024,"506 SHAW RD Unit: 304, STERLING, VA 20166",permits_2024_08.pdf,38.9883841,-77.4258215,"506 Shaw Rd Suite 304, Sterling, VA 20166, USA",SUCCESS
BLDC-2024-031748,8/13/2024,"20 PIDGEON HILL DR Unit: 108, STERLING, VA 20165",permits_2024_08.pdf,39.0384,-77.413799,"20 Pidgeon Hill Dr Ste 108, Sterling, VA 20165, USA",SUCCESS
BLDC-2024-032931,8/13/2024,"43375 OLD OX RD, STERLING, VA 20166",permits_2024_08.pdf,38.9563968,-77.50119219999999,"43375 Old Ox Rd, Sterling, VA 20166, USA",SUCCESS
BLDC-2024-033284,8/13/2024,"25742 BRANCH RAIL DR, CHANTILLY, VA 20152",permits_2024_08.pdf,38.905669,-77.5431297,"25742 Branch Rail Dr, South Riding, VA 20152, USA",SUCCESS
BLDR-2024-001586,8/13/2024,"41845 PADDOCK GATE PL, ASHBURN, VA 20148",permits_2024_08.pdf,38.9573436,-77.5557393,"41845 Paddock Gate Pl, Ashburn, VA 20148, USA",SUCCESS
BLDR-2024-026102,8/13/2024,"20552 WILD MEADOW CT, ASHBURN, VA 20147",permits_2024_08.pdf,39.0478461,-77.4946387,"20552 Wild Meadow Ct, Ashburn, VA 20147, USA",SUCCESS
BLDR-2024-027773,8/13/2024,"44298 KENTMERE CT, ASHBURN, VA 20147",permits_2024_08.pdf,39.0265847,-77.4686957,"44298 Kentmere Ct, Ashburn, VA 20147, USA",SUCCESS
BLDR-2024-032015,8/13/2024,"21255 PARK GROVE TER, ASHBURN, VA 20147",permits_2024_08.pdf,39.0282107,-77.46402599999999,"21255 Park Grove Terrace, Ashburn, VA 20147, USA",SUCCESS
BLDR-2024-032363,8/13/2024,"43965 BIDWELL CT, ASHBURN, VA 20147",permits_2024_08.pdf,39.0479862,-77.4798993,"43965 Bidwell Ct, Ashburn, VA 20147, USA",SUCCESS
BLDR-2024-033667,8/13/2024,"19 DEVENSHIRE CT, STERLING, VA 20165",permits_2024_08.pdf,39.0490656,-77.41364879999999,"19 Devenshire Ct, Sterling, VA 20165, USA",SUCCESS
BLDR-2024-033844,8/13/2024,"311 DAVIS AVE SW, LEESBURG, VA 20175",permits_2024_08.pdf,39.104339,-77.5770091,"311 Davis Ave SW, Leesburg, VA 20175, USA",SUCCESS
BLDR-2024-034331,8/13/2024,"21851 KNOB HILL PL, ASHBURN, VA 20148",permits_2024_08.pdf,39.0133746,-77.556919,"21851 Knob Hill Pl, Ashburn, VA 20148, USA",SUCCESS
BLDR-2024-034449,8/13/2024,"16777 MACNAUGHTON CT, PURCELLVILLE, VA 20132",permits_2024_08.pdf,39.1532313,-77.6976244,"16777 Macnaughton Ct, Purcellville, VA 20132, USA",SUCCESS
BLDR-2024-035930,8/13/2024,"23737 BRADFORD KNOLL LN, ALDIE, VA 20105",permits_2024_08.pdf,38.961562,-77.58107,"23737 Bradford Knl Ln, Aldie, VA 20105, USA",SUCCESS
BLDR-2024-036220,8/13/2024,"41605 WAKEHURST PL, LEESBURG, VA 20176",permits_2024_08.pdf,39.1892724,-77.5616151,"41605 Wakehurst Pl, Leesburg, VA 20176, USA",SUCCESS
BLDR-2024-036224,8/13/2024,"23562 ROUNDUP PL, ALDIE, VA 20105",permits_2024_08.pdf,38.966401,-77.62556,"23562 Roundup Pl, Aldie, VA 20105, USA",SUCCESS
BLDR-2024-037879,8/13/2024,"25496 HEATHFIELD CIR, CHANTILLY, VA 20152",permits_2024_08.pdf,38.9123208,-77.51119419999999,"25496 Heathfield Cir, Chantilly, VA 20152, USA",SUCCESS
BLDR-2024-041785,8/13/2024,"310 FOXRIDGE DR SW, LEESBURG, VA 20175",permits_2024_08.pdf,39.1135545,-77.5803992,"310 Foxridge Dr SW, Leesburg, VA 20175, USA",SUCCESS
BLDR-2024-042411,8/13/2024,"43655 GLEN CASTLE CT, ASHBURN, VA 20147",permits_2024_08.pdf,39.0424376,-77.49070739999999,"43655 Glen Castle Ct, Ashburn, VA 20147, USA",SUCCESS
BLDR-2024-042652,8/13/2024,"23392 SWEET MAGNOLIA CT, ALDIE, VA 20105",permits_2024_08.pdf,38.970496,-77.565793,"23392 Sweet Magnolia Court, Aldie, VA 20105, USA",SUCCESS
BLDR-2024-042883,8/13/2024,"41796 PENDERRY CT, ALDIE, VA 20105",permits_2024_08.pdf,38.9344116,-77.5572694,"41796 Penderry Ct, Aldie, VA 20105, USA",SUCCESS
BLDR-2024-042912,8/13/2024,"20092 NORTHVILLE HILLS TER, ASHBURN, VA 20147",permits_2024_08.pdf,39.0597495,-77.4989884,"20092 Northville Hills Terrace, Ashburn, VA 20147, USA",SUCCESS
BLDC-2024-030371,8/14/2024,"44640 WAXPOOL RD Unit: 150, ASHBURN, VA 20147",permits_2024_08.pdf,39.0139099,-77.46048309999999,"44640 Waxpool Rd #150, Ashburn, VA 20147, USA",SUCCESS
BLDC-2024-033885,8/14/2024,"19443 JAMES MONROE HWY, LEESBURG, VA 20175",permits_2024_08.pdf,39.0815086,-77.605379,"19443 James Monroe Hwy, Leesburg, VA 20175, USA",SUCCESS
BLDC-2024-039305,8/14/2024,"43701 CLUBBER LN, CHANTILLY, VA 20152",permits_2024_08.pdf,38.916814,-77.492859,"43701 Clubber Ln, Chantilly, VA 20152, USA",SUCCESS
BLDC-2024-040568,8/14/2024,"20576 ASHBURN RD, ASHBURN, VA 20147",permits_2024_08.pdf,39.04872030000001,-77.4853831,"20576 Ashburn Rd, Ashburn, VA 20147, USA",SUCCESS
BLDR-2024-018387,8/14/2024,"41993 WINNING GLORY DR, ALDIE, VA 20105",permits_2024_08.pdf,38.8994112,-77.5513243,"41993 Winning Glory Dr, Aldie, VA 20105, USA",OUT_OF_BOUNDS
BLDR-2024-031776,8/14/2024,"42650 GULICKS LANDING CT, ASHBURN, VA 20148",permits_2024_08.pdf,39.0105568,-77.5271779,"42650 Gulicks Landing Ct, Ashburn, VA 20148, USA",SUCCESS
BLDR-2024-033059,8/14/2024,"18680 RIVERLOOK CT, LEESBURG, VA 20176",permits_2024_08.pdf,39.100884,-77.495111,"18680 Riverlook Ct, Leesburg, VA 20176, USA",SUCCESS
BLDR-2024-033076,8/14/2024,"26599 VANDERVIEW PL, CHANTILLY, VA 20152",permits_2024_08.pdf,38.8809763,-77.5429772,"26599 Vanderview Pl, Chantilly, VA 20152, USA",OUT_OF_BOUNDS
BLDR-2024-033877,8/14/2024,"127 STRATFORD PL SW, LEESBURG, VA 20175",permits_2024_08.pdf,39.1065411,-77.571334,"127 Stratford Pl SW, Leesburg, VA 20175, USA",SUCCESS
BLDR-2024-035867,8/14/2024,"584 TULIPTREE SQ NE, LEESBURG, VA 20176",permits_2024_08.pdf,39.1050231,-77.52874450000002,"584 Tuliptree Square NE, Leesburg, VA 20176, USA",SUCCESS
BLDR-2024-036153,8/14/2024,"16777 MACNAUGHTON CT, PURCELLVILLE, VA 20132",permits_2024_08.pdf,39.1532313,-77.6976244,"16777 Macnaughton Ct, Purcellville, VA 20132, USA",SUCCESS
BLDR-2024-036217,8/14/2024,"47332 MIDDLE BLUFF PL, STERLING, VA 20165",permits_2024_08.pdf,39.0512279,-77.36146889999999,"47332 Middle Bluff Pl, Sterling, VA 20165, USA",SUCCESS
BLDR-2024-037341,8/14/2024,"37769 ALLDER SCHOOL RD, PURCELLVILLE, VA 20132",permits_2024_08.pdf,39.158676,-77.69701959999999,"37769 Allder School Rd, Purcellville, VA 20132, USA",SUCCESS
BLDR-2024-039621,8/14/2024,"17040 NEEDLES CT, LEESBURG, VA 20176",permits_2024_08.pdf,39.1451946,-77.5920051,"17040 Needles Ct, Leesburg, VA 20176, USA",SUCCESS
BLDR-2024-039638,8/14/2024,"44193 BRISTOW CIR, ASHBURN, VA 20147",permits_2024_08.pdf,39.0530545,-77.47331369999999,"44193 Bristow Cir, Ashburn, VA 20147, USA",SUCCESS
BLDR-2024-040230,8/14/2024,"111 ALPINE DR SE, LEESBURG, VA 20175",permits_2024_08.pdf,39.0925291,-77.5681384,"111 Alpine Dr SE, Leesburg, VA 20175, USA",SUCCESS
BLDR-2024-041237,8/14/2024,"38476 DITCHLING PL, HAMILTON, VA 20158",permits_2024_08.pdf,39.1556806,-77.6718154,"38476 Ditchling Pl, Hamilton, VA 20158, USA",SUCCESS
BLDR-2024-041431,8/14/2024,"11811 BROCKMAN LN, GREAT FALLS, VA 22066",permits_2024_08.pdf,39.0337953,-77.3522531,"11811 Brockman Ln, Great Falls, VA 22066, USA",SUCCESS
BLDR-2024-042187,8/14/2024,"40227 BROWNS CREEK PL, LEESBURG, VA 20175",permits_2024_08.pdf,39.0563108,-77.6081768,"40227 Browns Creek Pl, Leesburg, VA 20175, USA",SUCCESS
BLDR-2024-043582,8/14/2024,"22336 PHILANTHROPIC DR, ASHBURN, VA 20148",permits_2024_08.pdf,38.9987607,-77.5001186,"22336 Philanthropic Dr, Ashburn, VA 20148, USA",SUCCESS
BLDC-2024-015394,8/15/2024,"44675 CAPE CT Unit: 110, ASHBURN, VA 20147",permits_2024_08.pdf,39.0154819,-77.460194,"44675 Cape Ct STE 110, Ashburn, VA 20147, USA",SUCCESS
BLDC-2024-028885,8/15/2024,"44355 PREMIER PLZ Unit: 220, ASHBURN, VA 20147",permits_2024_08.pdf,39.0614149,-77.4657335,"44355 Premier Plaza Suite 220, Ashburn, VA 20147, USA",SUCCESS
BLDR-2024-031192,8/15/2024,"24269 GRAYLEAF WILLOW PL, ALDIE, VA 20105",permits_2024_08.pdf,38.946503,-77.59120469999999,"24269 Grayleaf Willow Pl, Stone Ridge, VA 20105, USA",SUCCESS
BLDR-2024-031273,8/15/2024,"20552 WILD MEADOW CT, ASHBURN, VA 20147",permits_2024_08.pdf,39.0478461,-77.4946387,"20552 Wild Meadow Ct, Ashburn, VA 20147, USA",SUCCESS
BLDR-2024-033110,8/15/2024,"20788 ESKRIDGE CT, STERLING, VA 20165",permits_2024_08.pdf,39.0399597,-77.39350929999999,"20788 Eskridge Ct, Sterling, VA 20165, USA",SUCCESS
BLDR-2024-034109,8/15/2024,"19929 MIZNER TER, ASHBURN, VA 20147",permits_2024_08.pdf,39.064721,-77.49702599999999,"19929 Mizner Terrace, Ashburn, VA 20147, USA",SUCCESS
BLDR-2024-034210,8/15/2024,"20638 MARBLEHEAD DR, ASHBURN, VA 20147",permits_2024_08.pdf,39.0433565,-77.4528127,"20638 Marblehead Dr, Ashburn, VA 20147, USA",SUCCESS
BLDR-2024-034999,8/15/2024,"47305 MIDDLE BLUFF PL, STERLING, VA 20165",permits_2024_08.pdf,39.0524011,-77.3620796,"47305 Middle Bluff Pl, Sterling, VA 20165, USA",SUCCESS
BLDR-2024-035339,8/15/2024,"43887 CHLOE TER, ASHBURN, VA 20147",permits_2024_08.pdf,39.0508162,-77.4822765,"43887 Chloe Terrace, Ashburn, VA 20147, USA",SUCCESS
BLDR-2024-041539,8/15/2024,"831 CATTAIL LN NE, LEESBURG, VA 20176",permits_2024_08.pdf,39.1199421,-77.54341260000001,"831 Cattail Ln NE, Leesburg, VA 20176, USA",SUCCESS
BLDR-2024-043643,8/15/2024,"20231 SENECA SQ, ASHBURN, VA 20147",permits_2024_08.pdf,39.0564383,-77.4684467,"20231 Seneca Square, Ashburn, VA 20147, USA",SUCCESS
BLDC-2024-033820,8/16/2024,"2 HARRISON ST SE, LEESBURG, VA 20175",permits_2024_08.pdf,39.1135353,-77.56144929999999,"2 Harrison St SE, Leesburg, VA 20175, USA",SUCCESS
BLDC-2024-036772,8/16/2024,"120 E O ST, PURCELLVILLE, VA 20132",permits_2024_08.pdf,39.1380892,-77.71474119999999,"120 E O St, Purcellville, VA 20132, USA",SUCCESS
