#RPT_NAME,LONG_SCHOOL_YEAR,DETAIL_LVL_DESC,SCHOOL_DSTRCT_CD,SCHOOL_DSTRCT_NM,INSTN_NUMBER,INSTN_NAME,GRADES_SERVED_DESC,ENROLL_PCT_ASIAN,ENROLL_PCT_NATIVE,ENROLL_PCT_BLACK,ENROLL_PCT_HISPANIC,ENROLL_PCT_MULTIRACIAL,ENROLL_PCT_WHITE,ENROLL_PCT_MIGRANT,ENROLL_PCT_ED,ENROLL_PCT_SWD,ENROLL_PCT_LEP,ENROLL_COUNT_REMEDIAL_GR_6_8,ENROLL_PCT_REMEDIAL_GR_6_8,ENROLL_COUNT_EIP_K_5,ENROLL_PERCENT_EIP_K_5,ENROLL_COUNT_REMEDIAL_GR_9_12,ENROLL_PCT_REMEDIAL_GR_9_12,ENROLL_COUNT_SPECIAL_ED_K12,ENROLL_PCT_SPECIAL_ED_K12,ENROLL_COUNT_ESOL,ENROLL_PCT_ESOL,ENROLL_COUNT_SPECIAL_ED_PK,ENROLL_PCT_SPECIAL_ED_PK,ENROLL_COUNT_VOCATION_9_12,ENROLL_PCT_VOCATION_9_12,ENROLL_COUNT_ALT_PROGRAMS,ENROLL_PCT_ALT_PROGRAMS,ENROLL_COUNT_GIFTED,ENROLL_PCT_GIFTED,ENROLL_PCT_MALE,ENROLL_PCT_FEMALE
"Enrollment_by_Subgroup_Metrics","2023-24","School","608","Bartow County","0377","Hamilton Crossing Elementary School","PK,KK,01,02,03,04,05","2","1","10","26","7","54","TFS","65","17.2","18",,,"11","1.9",,,"98","17.2","70","12.3","26","42.6",,,"TFS","TFS","77","13.5","52","48"
"Enrollment_by_Subgroup_Metrics","2023-24","School","608","Bartow County","0296","Kingston Elementary School","PK,KK,01,02,03,04,05","1","TFS","19","23","5","53","TFS","79","15.3","14",,,"74","13.6",,,"83","15.3","57","10.5","TFS","TFS",,,"TFS","TFS","56","10.3","51","49"
"Enrollment_by_Subgroup_Metrics","2023-24","School","608","Bartow County","0186","Mission Road Elementary School","PK,KK,01,02,03,04,05","1","TFS","11","20","8","60","TFS","67","13.2","9",,,"85","21.1",,,"53","13.2","26","6.5","TFS","TFS",,,"TFS","TFS","89","22.1","49","51"
"Enrollment_by_Subgroup_Metrics","2023-24","School","608","Bartow County","0106","Pine Log Elementary","PK,KK,01,02,03,04,05","TFS","TFS","1","11","6","81","TFS","65","19.6","6",,,"56","14.7",,,"75","19.6","16","4.2","12","35.3",,,"TFS","TFS","78","20.4","57","43"
"Enrollment_by_Subgroup_Metrics","2023-24","School","608","Bartow County","0190","Red Top Middle School","06,07,08","1","TFS","11","31","4","53","TFS","81","17.2","22","138","24.3",,,,,"98","17.2","47","8.3","TFS","TFS",,,"TFS","TFS","81","14.2","54","46"
"Enrollment_by_Subgroup_Metrics","2023-24","School","608","Bartow County","0396","Taylorsville Elementary School","PK,KK,01,02,03,04,05","1","TFS","4","14","5","76","TFS","66","10.8","8",,,"14","2.7",,,"56","10.8","32","6.2","TFS","TFS",,,"TFS","TFS","68","13.1","52","48"
"Enrollment_by_Subgroup_Metrics","2023-24","School","608","Bartow County","0175","White Elementary School","PK,KK,01,02,03,04,05","2","TFS","16","12","6","64","TFS","70","11.9","8",,,"49","9",,,"65","11.9","34","6.3","TFS","TFS",,,"TFS","TFS","78","14.3","50","50"
"Enrollment_by_Subgroup_Metrics","2023-24","School","608","Bartow County","0198","Woodland High School","09,10,11,12","1","TFS","7","21","4","67","TFS","60","15","6",,,,,"560","37.3","225","15","69","4.6","TFS","TFS","638","42.5","24","2.2","187","12.5","51","49"
"Enrollment_by_Subgroup_Metrics","2023-24","School","608","Bartow County","0101","Woodland Middle School at Euharlee","06,07,08","TFS","TFS","8","14","4","75","TFS","64","15.5","7","155","22.6",,,,,"106","15.5","18","2.6","TFS","TFS",,,"TFS","TFS","126","18.4","50","50"
"Enrollment_by_Subgroup_Metrics","2023-24","School","609","Ben Hill County","0296","Ben Hill County Middle School","06,07,08","TFS","TFS","43","12","3","42","1","73","12.5","6","389","62.9",,,,,"77","12.5","11","1.8","TFS","TFS",,,"65","10.3","54","8.7","53","47"
"Enrollment_by_Subgroup_Metrics","2023-24","School","609","Ben Hill County","0196","Ben Hill County Primary School","PK,KK,01,02","TFS","TFS","45","12","5","39","1","86","14.2","6",,,"405","65.3",,,"88","14.2","37","6","43","17.1",,,"TFS","TFS","33","5.3","50","50"
"Enrollment_by_Subgroup_Metrics","2023-24","School","609","Ben Hill County","0111","Ben Hill Elementary School","03,04,05","TFS","TFS","43","10","4","44","TFS","81","14","5",,,"417","73.8",,,"79","14","17","3","TFS","TFS",,,"TFS","TFS","63","11.2","49","51"
"Enrollment_by_Subgroup_Metrics","2023-24","School","609","Ben Hill County","0291","Fitzgerald High School School College and Career Academy","09,10,11,12","1","TFS","40","15","3","40","1","61","10.6","2",,,,,"365","41.8","93","10.6","11","1.3","TFS","TFS","468","53.5","TFS","TFS","80","9.2","52","48"
"Enrollment_by_Subgroup_Metrics","2023-24","School","609","Ben Hill County","0392","Hurricane Transition Academy","07,08,09,10,11,12","TFS","TFS","58","8","3","32","TFS","62","6.3","1","TFS","TFS",,,"60","77.9","TFS","TFS","TFS","TFS","TFS","TFS","10","13","15","27.3",,,"43","57"
"Enrollment_by_Subgroup_Metrics","2023-24","School","610","Berrien County","0106","Berrien Academy Performance Learning Center","09,10,11,12","1","TFS","3","3","4","88","TFS","71","5.8","1",,,,,"15","21.7","TFS","TFS","TFS","TFS","TFS","TFS","TFS","TFS","TFS","TFS","TFS","TFS","52","48"
"Enrollment_by_Subgroup_Metrics","2023-24","School","610","Berrien County","0195","Berrien Elementary School","03,04,05","1","TFS","11","10","6","72","3","70","9","4",,,"164","24.6",,,"60","9","10","1.5","TFS","TFS",,,"TFS","TFS","39","5.8","51","49"
"Enrollment_by_Subgroup_Metrics","2023-24","School","610","Berrien County","0101","Berrien High School","09,10,11,12","1","TFS","13","11","3","71","2","60","10.3","3",,,,,"118","13.8","88","10.3","TFS","TFS","TFS","TFS","597","69.7","11","1.7","84","9.8","54","46"
"Enrollment_by_Subgroup_Metrics","2023-24","School","610","Berrien County","0194","Berrien Middle School","06,07,08","1","TFS","13","9","7","71","2","60","11.1","4","115","16.6",,,,,"77","11.1","TFS","TFS","TFS","TFS",,,"22","3.2","83","12","49","51"
"Enrollment_by_Subgroup_Metrics","2023-24","School","610","Berrien County","5050","Berrien Primary School","PK,KK,01,02","1","TFS","10","11","9","68","3","73","8.9","5",,,"186","27.2",,,"61","8.9","30","4.4","10","7.6",,,"TFS","TFS","TFS","TFS","51","49"
"Enrollment_by_Subgroup_Metrics","2023-24","School","611","Bibb County","1050","Alexander II Magnet School","PK,KK,01,02,03,04,05","1","TFS","81","3","4","12","TFS","43","6.1","TFS",,,"98","21.4",,,"28","6.1","TFS","TFS","TFS","TFS",,,"TFS","TFS","38","8.3","52","48"
"Enrollment_by_Subgroup_Metrics","2023-24","School","611","Bibb County","5050","Appling Middle School","06,07,08","TFS","TFS","93","3","2","2","TFS","73","15.2","1","142","21",,,,,"103","15.2","TFS","TFS","TFS","TFS",,,"21","3",,,"55","45"
"Enrollment_by_Subgroup_Metrics","2023-24","School","611","Bibb County","0108","Ballard Hudson Middle School","06,07,08","TFS","TFS","91","6","1","2","TFS","87","13.7","1","86","13.4",,,,,"88","13.7","TFS","TFS","TFS","TFS",,,"22","3.3",,,"52","48"
"Enrollment_by_Subgroup_Metrics","2023-24","School","611","Bibb County","1054","Bernd Elementary School","PK,KK,01,02,03,04,05","TFS","1","87","3","5","6","TFS","76","13.7","1",,,"170","44.9",,,"52","13.7","TFS","TFS","TFS","TFS",,,"TFS","TFS","TFS","TFS","48","52"
"Enrollment_by_Subgroup_Metrics","2023-24","School","611","Bibb County","0109","Bruce Elementary School","PK,KK,01,02,03,04,05","TFS","TFS","86","6","3","5","TFS","91","5.4","4",,,"144","36.9",,,"21","5.4","14","3.6","TFS","TFS",,,"TFS","TFS","TFS","TFS","49","51"
"Enrollment_by_Subgroup_Metrics","2023-24","School","611","Bibb County","0104","Burdell Elementary School","PK,KK,01,02,03,04,05","TFS","TFS","90","6","2","2","TFS","81","9.4","4",,,"163","40.1",,,"38","9.4","17","4.2","TFS","TFS",,,"TFS","TFS","16","3.9","50","50"
"Enrollment_by_Subgroup_Metrics","2023-24","School","611","Bibb County","1205","Carter Elementary School","PK,KK,01,02,03,04,05","9","TFS","65","8","5","13","TFS","45","9.6","8",,,"102","22.3",,,"44","9.6","25","5.5","TFS","TFS",,,"TFS","TFS","26","5.7","51","49"
"Enrollment_by_Subgroup_Metrics","2023-24","School","611","Bibb County","0186","Central High School","09,10,11,12","1","TFS","87","4","2","5","TFS","51","10.7","1",,,,,"22","2.5","94","10.7","TFS","TFS","TFS","TFS","450","51.4","11","1.6","84","9.6","44","56"
"Enrollment_by_Subgroup_Metrics","2023-24","School","611","Bibb County","2060","Hartley Elementary School","KK,01,02,03,04,05","TFS","TFS","96","2","1","1","TFS","90","10.5","TFS",,,"118","33.4",,,"37","10.5","TFS","TFS","TFS","TFS",,,"TFS","TFS","TFS","TFS","55","45"
"Enrollment_by_Subgroup_Metrics","2023-24","School","611","Bibb County","3060","Heard Elementary School","PK,KK,01,02,03,04,05","1","TFS","43","10","7","38","TFS","41","10.7","6",,,"160","30.7",,,"56","10.7","26","5","TFS","TFS",,,"TFS","TFS","37","7.1","52","48"
"Enrollment_by_Subgroup_Metrics","2023-24","School","611","Bibb County","0605","Heritage Elementary School","PK,KK,01,02,03,04,05","2","1","68","5","6","17","TFS","52","10.4","3",,,"96","20.5",,,"49","10.4","14","3","TFS","TFS",,,"TFS","TFS","17","3.6","54","46"
"Enrollment_by_Subgroup_Metrics","2023-24","School","611","Bibb County","0105","Howard High School","09,10,11,12","4","TFS","70","7","5","13","TFS","39","15.4","4",,,,,"56","4.9","175","15.4","26","2.3","TFS","TFS","489","43.2","TFS","TFS","93","8.2","53","47"
"Enrollment_by_Subgroup_Metrics","2023-24","School","611","Bibb County","0205","Howard Middle School","06,07,08","3","TFS","75","6","4","11","TFS","51","12.2","6","87","8.8",,,,,"121","12.2","35","3.5","TFS","TFS",,,"20","2.1","77","7.8","52","48"
"Enrollment_by_Subgroup_Metrics","2023-24","School","611","Bibb County","3067","Ingram/Pye Elementary School","PK,KK,01,02,03,04,05","TFS","TFS","94","4","2","TFS","TFS","93","11.6","1",,,"240","56.7",,,"49","11.6","TFS","TFS","TFS","TFS",,,"TFS","TFS","TFS","TFS","50","50"
"Enrollment_by_Subgroup_Metrics","2023-24","School","611","Bibb County","1310","John Robert Lewis Elementary School","PK,KK,01,02,03,04,05","TFS","TFS","92","3","3","1","TFS","89","8.5","4",,,"257","38.3",,,"57","8.5","22","3.3","TFS","TFS",,,"TFS","TFS","TFS","TFS","51","49"
"Enrollment_by_Subgroup_Metrics","2023-24","School","611","Bibb County","1305","Lane Elementary School","PK,KK,01,02,03,04,05","2","TFS","75","10","7","7","TFS","65","11.6","6",,,"122","30.7",,,"46","11.6","20","5","TFS","TFS",,,"TFS","TFS","TFS","TFS","50","50"
"Enrollment_by_Subgroup_Metrics","2023-24","School","611","Bibb County","1306","Martin Luther King Jr Elementary School","PK,KK,01,02,03,04,05","TFS","TFS","90","2","4","3","TFS","84","9.1","1",,,"207","35.6",,,"53","9.1","TFS","TFS","TFS","TFS",,,"TFS","TFS","TFS","TFS","53","47"
"Enrollment_by_Subgroup_Metrics","2023-24","School","611","Bibb County","0298","Miller Magnet Middle School","06,07,08","1","TFS","86","4","3","6","TFS","59","13.7","1","108","18.6",,,,,"80","13.7","TFS","TFS","TFS","TFS",,,"TFS","TFS","98","16.8","46","54"
"Enrollment_by_Subgroup_Metrics","2023-24","School","611","Bibb County","0286","Northeast High School","09,10,11,12","TFS","TFS","93","1","3","3","TFS","62","15.3","TFS",,,,,"42","5.3","121","15.3","TFS","TFS","TFS","TFS","540","68.4","14","2.2","TFS","TFS","52","48"
"Enrollment_by_Subgroup_Metrics","2023-24","School","611","Bibb County","1067","Porter Elementary School","PK,KK,01,02,03,04,05","1","TFS","37","39","4","19","1","46","9.9","27",,,"157","39",,,"40","9.9","106","26.3","TFS","TFS",,,"TFS","TFS","14","3.5","51","49"
"Enrollment_by_Subgroup_Metrics","2023-24","School","611","Bibb County","0307","Price Academy","03,05,06,07,08","TFS","TFS","87","TFS","7","7","TFS","TFS","33.3","TFS","TFS","TFS","TFS","TFS",,,"TFS","TFS","TFS","TFS","TFS","TFS",,,"TFS","TFS",,,"67","TFS"
"Enrollment_by_Subgroup_Metrics","2023-24","School","611","Bibb County","0405","Rosa Taylor Elementary School","PK,KK,01,02,03,04,05","2","TFS","73","9","4","12","1","66","16.5","6",,,"177","33.5",,,"87","16.5","32","6.1","TFS","TFS",,,"TFS","TFS","TFS","TFS","52","48"
"Enrollment_by_Subgroup_Metrics","2023-24","School","611","Bibb County","0204","Rutland High School","09,10,11,12","2","TFS","51","17","3","27","TFS","35","11.9","6",,,,,"TFS","TFS","107","11.9","41","4.6","TFS","TFS","551","61.4","TFS","TFS","63","7","50","50"
"Enrollment_by_Subgroup_Metrics","2023-24","School","611","Bibb County","0305","Rutland Middle School","06,07,08","1","TFS","56","18","3","21","TFS","49","10.3","11","65","7.5",,,,,"90","10.3","63","7.2","TFS","TFS",,,"29","3.5","69","7.9","53","47"
"Enrollment_by_Subgroup_Metrics","2023-24","School","611","Bibb County","0103","Skyview Elementary School","PK,KK,01,02,03,04,05","TFS","TFS","40","8","6","45","TFS","43","11.6","3",,,"97","25.1",,,"45","11.6","10","2.6","TFS","TFS",,,"TFS","TFS","33","8.5","52","48"
"Enrollment_by_Subgroup_Metrics","2023-24","School","611","Bibb County","1307","Southfield Elementary School","PK,KK,01,02,03,04,05","TFS","TFS","79","14","5","2","TFS","86","8.7","11",,,"206","32.6",,,"55","8.7","69","10.9","TFS","TFS",,,"TFS","TFS","TFS","TFS","51","49"
"Enrollment_by_Subgroup_Metrics","2023-24","School","611","Bibb County","0386","Southwest High School","09,10,11,12","TFS","TFS","93","4","1","2","TFS","65","15.7","1",,,,,"37","4.5","129","15.7","TFS","TFS","TFS","TFS","468","57.1","55","8.3","TFS","TFS","52","48"
"Enrollment_by_Subgroup_Metrics","2023-24","School","611","Bibb County","1105","Springdale Elementary School","PK,KK,01,02,03,04,05","10","TFS","46","7","6","31","TFS","27","11.8","8",,,"113","23.3",,,"57","11.8","32","6.6","TFS","TFS",,,"TFS","TFS","60","12.4","56","44"
"Enrollment_by_Subgroup_Metrics","2023-24","School","611","Bibb County","0705","Union Elementary School","PK,KK,01,02,03,04,05","TFS","TFS","95","1","2","2","TFS","76","9.8","TFS",,,"137","31.4",,,"43","9.8","TFS","TFS","TFS","TFS",,,"TFS","TFS","TFS","TFS","51","49"
"Enrollment_by_Subgroup_Metrics","2023-24","School","611","Bibb County","1311","VIP Academy (Virtual)","04,05,06,07,08,09,10,11,12","1","TFS","75","7","3","14","TFS","TFS","10.7","1","TFS","TFS","TFS","TFS","TFS","TFS","51","10.7","TFS","TFS","TFS","TFS","177","53","TFS","TFS","TFS","TFS","40","60"
"Enrollment_by_Subgroup_Metrics","2023-24","School","611","Bibb County","1309","Veterans Elementary School","PK,KK,01,02,03,04,05","TFS","TFS","79","14","2","4","TFS","80","11.8","10",,,"273","40.8",,,"79","11.8","61","9.1","TFS","TFS",,,"TFS","TFS","TFS","TFS","53","47"
"Enrollment_by_Subgroup_Metrics","2023-24","School","611","Bibb County","0203","Vineville Academy","PK,KK,01,02,03,04,05","1","TFS","75","5","4","15","TFS","51","4.2","TFS",,,"77","17.8",,,"18","4.2","TFS","TFS","TFS","TFS",,,"TFS","TFS","50","11.6","43","57"
"Enrollment_by_Subgroup_Metrics","2023-24","School","611","Bibb County","0505","Weaver Middle School","06,07,08","1","1","81","11","4","4","TFS","71","13.1","9","167","18.7",,,,,"117","13.1","63","7","TFS","TFS",,,"32","3.5","29","3.2","55","45"
"Enrollment_by_Subgroup_Metrics","2023-24","School","611","Bibb County","0198","Westside High School","09,10,11,12","1","TFS","84","9","3","3","TFS","58","12.3","8",,,,,"76","7.5","124","12.3","59","5.8","TFS","TFS","641","63.5","21","2.8","27","2.7","51","49"
"Enrollment_by_Subgroup_Metrics","2023-24","School","611","Bibb County","0383","Williams Elementary School","KK,01,02,03,04,05","TFS","TFS","90","3","5","2","TFS","93","9.3","TFS",,,"73","23.4",,,"29","9.3","TFS","TFS","TFS","TFS",,,"TFS","TFS","TFS","TFS","54","46"
"Enrollment_by_Subgroup_Metrics","2023-24","School","612","Bleckley County","0197","Bleckley County Elementary School","03,04,05","1","TFS","24","3","3","70","TFS","59","16.9","1",,,"83","14.4",,,"97","16.9","TFS","TFS","TFS","TFS",,,"TFS","TFS","37","6.4","52","48"
"Enrollment_by_Subgroup_Metrics","2023-24","School","612","Bleckley County","0105","Bleckley County High School","09,10,11,12","1","TFS","24","4","2","69","TFS","55","12.8","1",,,,,"137","20.1","87","12.8","TFS","TFS","TFS","TFS","487","71.4","TFS","TFS","88","12.9","48","52"
"Enrollment_by_Subgroup_Metrics","2023-24","School","612","Bleckley County","1050","Bleckley County Primary School","PK,KK,01,02","TFS","TFS","23","2","7","67","TFS","63","14.3","TFS",,,"134","23.1",,,"83","14.3","TFS","TFS","19","11.6",,,"TFS","TFS","TFS","TFS","51","49"
"Enrollment_by_Subgroup_Metrics","2023-24","School","612","Bleckley County","0115","Bleckley County Success Academy","06,07,08,09,10,11,12","TFS","TFS","44","6","1","49","TFS","100","34.3","TFS","TFS","TFS",,,"18","31.6","24","34.3","TFS","TFS","TFS","TFS","25","43.9","51","67.1",,,"57","43"
"Enrollment_by_Subgroup_Metrics","2023-24","School","612","Bleckley County","0112","Bleckley Middle School","06,07,08","1","TFS","23","3","4","69","TFS","65","18.3","1","TFS","TFS",,,,,"102","18.3","TFS","TFS","TFS","TFS",,,"TFS","TFS","78","14","52","48"
"Enrollment_by_Subgroup_Metrics","2023-24","School","613","Brantley County","0110","Atkinson Elementary School","04,05,06","TFS","TFS","3","4","3","90","TFS","94","15","TFS","13","14.3","43","25.4",,,"39","15","TFS","TFS","TFS","TFS",,,"TFS","TFS","31","11.9","48","52"
"Enrollment_by_Subgroup_Metrics","2023-24","School","613","Brantley County","1050","Brantley County High School","09,10,11,12","TFS","TFS","4","4","3","89","TFS","52","12.5","1",,,,,"168","17.7","119","12.5","TFS","TFS","TFS","TFS","607","64","43","6.1","119","12.5","53","47"
"Enrollment_by_Subgroup_Metrics","2023-24","School","613","Brantley County","0194","Brantley County Middle School","07,08","TFS","TFS","3","3","3","91","TFS","66","12.9","1","85","17.1",,,,,"64","12.9","TFS","TFS","TFS","TFS",,,"TFS","TFS","67","13.5","51","49"
"Enrollment_by_Subgroup_Metrics","2023-24","School","613","Brantley County","2050","Hoboken Elementary School","PK,KK,01,02,03,04,05,06","TFS","TFS","1","4","4","89","TFS","68","9.6","1","TFS","TFS","99","23.2",,,"46","9.6","TFS","TFS","TFS","TFS",,,"TFS","TFS","37","7.7","54","46"
"Enrollment_by_Subgroup_Metrics","2023-24","School","613","Brantley County","0294","Nahunta Elementary School","04,05,06","TFS","TFS","6","3","3","88","TFS","68","12.3","1","17","17.3","40","23.5",,,"33","12.3","TFS","TFS","TFS","TFS",,,"TFS","TFS","23","8.6","55","45"
"Enrollment_by_Subgroup_Metrics","2023-24","School","613","Brantley County","3050","Nahunta Primary School","PK,KK,01,02,03","TFS","TFS","2","4","5","89","TFS","79","9.6","TFS",,,"107","29.3",,,"35","9.6","TFS","TFS","17","22.4",,,"TFS","TFS","23","6.3","55","45"
"Enrollment_by_Subgroup_Metrics","2023-24","School","613","Brantley County","0101","Waynesville Primary School","PK,KK,01,02,03","TFS","TFS","2","5","3","90","TFS","96","7.8","2",,,"97","24.3",,,"31","7.8","TFS","TFS","TFS","TFS",,,"TFS","TFS","24","6","50","51"
"Enrollment_by_Subgroup_Metrics","2023-24","School","614","Brooks County","0395","Brooks County Early Learning Center","PK",,,,,,,"1",,"TFS","TFS",,,,,,,"TFS","TFS",,,"13","12.7",,,,,,,,
"Enrollment_by_Subgroup_Metrics","2023-24","School","614","Brooks County","0110","Brooks County High School","06,07,08,09,10,11,12","TFS","TFS","55","15","3","27","1","78","11.6","7",,,,,"85","15.5","64","11.6","25","4.5","TFS","TFS","429","78","TFS","TFS","34","6.2","50","50"
"Enrollment_by_Subgroup_Metrics","2023-24","School","614","Brooks County","0197","Brooks County Middle School","06,07,08","1","TFS","52","13","4","30","1","100","12.2","10","233","47.6",,,,,"60","12.2","27","5.5","TFS","TFS",,,"TFS","TFS","55","11.2","52","48"
"Enrollment_by_Subgroup_Metrics","2023-24","School","614","Brooks County","0394","Delta Innovative School","06,07,08,09,10,11,12","TFS","TFS","56","6","4","34","TFS","93","15.3","1","TFS","TFS",,,"82","80.4","17","15.3","TFS","TFS","TFS","TFS","TFS","TFS","101","100",,,"51","49"
"Enrollment_by_Subgroup_Metrics","2023-24","School","614","Brooks County","0393","North Brooks Elementary School","KK,01,02,03,04,05","TFS","1","29","13","5","52","2","93","12.1","6",,,"187","53.9",,,"42","12.1","17","4.9","TFS","TFS",,,"TFS","TFS","39","11.2","52","48"
"Enrollment_by_Subgroup_Metrics","2023-24","School","614","Brooks County","0193","Quitman Elementary School","KK,01,02,03,04,05","1","TFS","57","14","3","25","2","100","12","10",,,"410","69.3",,,"71","12","55","9.3","TFS","TFS",,,"TFS","TFS","38","6.4","50","50"
"Enrollment_by_Subgroup_Metrics","2023-24","School","615","Bryan County","0286","Bryan County Elementary School","PK,KK,01,02,03,04,05","1","TFS","18","9","8","64","TFS","79","13.5","3",,,"250","27.7",,,"122","13.5","20","2.2","12","11.2",,,"TFS","TFS","113","12.5","50","50"
"Enrollment_by_Subgroup_Metrics","2023-24","School","615","Bryan County","0502","Bryan County High School","09,10,11,12","1","TFS","22","6","6","66","TFS","74","15.3","1",,,,,"64","11.4","86","15.3","TFS","TFS","TFS","TFS","482","85.9","15","3.8","67","11.9","51","49"
"Enrollment_by_Subgroup_Metrics","2023-24","School","615","Bryan County","0402","Bryan County Middle School","06,07,08","TFS","TFS","22","7","6","65","TFS","75","18.7","2","236","57.3",,,,,"77","18.7","TFS","TFS","TFS","TFS",,,"TFS","TFS","55","13.3","55","45"
"Enrollment_by_Subgroup_Metrics","2023-24","School","615","Bryan County","0101","Dr. George Washington Carver Elementary School","04,05","6","TFS","18","13","10","53","TFS","45","13.1","6",,,"51","7.5",,,"89","13.1","22","3.2","TFS","TFS",,,"TFS","TFS","202","29.7","51","49"
"Enrollment_by_Subgroup_Metrics","2023-24","School","615","Bryan County","0504","Frances Meeks Elementary School","PK,KK,01,02,03,04,05","3","TFS","7","12","7","71","TFS","18","13.5","3",,,"151","18.5",,,"110","13.5","19","2.3","TFS","TFS",,,"TFS","TFS","234","28.7","49","51"
"Enrollment_by_Subgroup_Metrics","2023-24","School","615","Bryan County","0503","McAllister Elementary School","PK,KK,01,02,03,04,05","4","TFS","7","9","6","74","TFS","15","10","3",,,"99","10.8",,,"91","10","24","2.6","TFS","TFS",,,"TFS","TFS","260","28.4","55","45"
"Enrollment_by_Subgroup_Metrics","2023-24","School","615","Bryan County","0302","Richmond Hill Elementary School","02,03","6","TFS","19","17","9","51","TFS","45","12.8","6",,,"178","26.6",,,"86","12.8","37","5.5","TFS","TFS",,,"TFS","TFS","123","18.4","51","49"
"Enrollment_by_Subgroup_Metrics","2023-24","School","615","Bryan County","0182","Richmond Hill High School","09,10,11,12","4","TFS","18","12","6","60","TFS","28","12.5","3",,,,,"409","15.4","331","12.5","23",".9","TFS","TFS","1529","57.7","44","2.2","350","13.2","51","49"
"Enrollment_by_Subgroup_Metrics","2023-24","School","615","Bryan County","0199","Richmond Hill Middle School","06,07,08","5","TFS","13","14","7","61","TFS","31","11.6","4","735","38.2",,,,,"222","11.6","40","2.1","TFS","TFS",,,"12",".6","525","27.3","50","50"
"Enrollment_by_Subgroup_Metrics","2023-24","School","615","Bryan County","0202","Richmond Hill Primary School","PK,KK,01","6","TFS","17","17","12","49","TFS","48","11.3","5",,,"66","11",,,"68","11.3","32","5.3","23","15.5",,,"TFS","TFS","63","10.5","49","51"
"Enrollment_by_Subgroup_Metrics","2023-24","School","616","Bulloch County","0200","Brooklet Elementary School","PK,KK,01,02,03,04,05","4","TFS","9","8","4","76","1","44","12.8","5",,,"100","12.8",,,"100","12.8","27","3.5","TFS","TFS",,,"TFS","TFS","102","13.1","49","51"
"Enrollment_by_Subgroup_Metrics","2023-24","School","616","Bulloch County","2050","Julia P. Bryant Elementary School","PK,KK,01,02,03,04,05","2","TFS","46","5","5","42","1","60","14.7","2",,,"200","30.9",,,"95","14.7","10","1.5","53","55.8",,,"TFS","TFS","71","11","53","47"
"Enrollment_by_Subgroup_Metrics","2023-24","School","616","Bulloch County","0199","Langston Chapel Elementary School","PK,KK,01,02,03,04,05","1","1","57","15","8","18","4","100","14.6","9",,,"259","44.5",,,"85","14.6","35","6","TFS","TFS",,,"TFS","TFS","23","4","48","52"
"Enrollment_by_Subgroup_Metrics","2023-24","School","616","Bulloch County","0299","Langston Chapel Middle School","06,07,08","2","TFS","60","13","6","19","3","89","18","7","291","40",,,,,"131","18","15","2.1","TFS","TFS",,,"40","5.5","74","10.2","48","52"
"Enrollment_by_Subgroup_Metrics","2023-24","School","616","Bulloch County","5050","Mattie Lively Elementary School","PK,KK,01,02,03,04,05","1","TFS","52","11","6","31","2","93","18.6","6",,,"202","38.4",,,"98","18.6","24","4.6","51","62.2",,,"TFS","TFS","22","4.2","52","48"
"Enrollment_by_Subgroup_Metrics","2023-24","School","616","Bulloch County","0100","Mill Creek Elementary School","PK,KK,01,02,03,04,05","1","TFS","62","8","5","23","1","94","16","3",,,"241","44.8",,,"86","16","12","2.2","TFS","TFS",,,"TFS","TFS","26","4.8","48","52"
"Enrollment_by_Subgroup_Metrics","2023-24","School","616","Bulloch County","0107","Nevils Elementary School","PK,KK,01,02,03,04,05","TFS","1","10","9","6","74","TFS","62","14.4","2",,,"110","26.9",,,"59","14.4","TFS","TFS","TFS","TFS",,,"TFS","TFS","51","12.5","52","48"
"Enrollment_by_Subgroup_Metrics","2023-24","School","616","Bulloch County","0399","Portal Elementary School","PK,KK,01,02,03,04,05","TFS","TFS","28","6","6","59","TFS","84","18.1","2",,,"121","31.3",,,"70","18.1","TFS","TFS","TFS","TFS",,,"TFS","TFS","38","9.8","52","48"
"Enrollment_by_Subgroup_Metrics","2023-24","School","616","Bulloch County","4052","Portal Middle/High School","PK,06,07,08,09,10,11,12","TFS","TFS","29","5","5","60","1","68","12.3","2","80","37.2",,,"71","22.6","65","12.3","TFS","TFS","TFS","TFS","137","43.6","17","3.8","105","19.8","52","48"
"Enrollment_by_Subgroup_Metrics","2023-24","School","616","Bulloch County","5054","Sallie Zetterower Elementary School","PK,KK,01,02,03,04,05","1","TFS","54","9","7","28","1","80","14.9","5",,,"348","48.9",,,"106","14.9","28","3.9","TFS","TFS",,,"TFS","TFS","38","5.3","50","50"
"Enrollment_by_Subgroup_Metrics","2023-24","School","616","Bulloch County","0203","Southeast Bulloch High School","PK,09,10,11,12","2","TFS","14","5","3","77","1","46","16.3","1",,,,,"44","3.8","187","16.3","TFS","TFS","TFS","TFS","683","59.7","37","4.4","155","13.5","52","48"
"Enrollment_by_Subgroup_Metrics","2023-24","School","616","Bulloch County","0300","Southeast Bulloch Middle School","06,07,08","3","TFS","9","8","5","76","1","51","16.3","4","230","26.8",,,,,"140","16.3","TFS","TFS","TFS","TFS",,,"15","1.8","186","21.7","52","48"
